,classifier_name,dataset_name,accuracy
271,FeaturePermutation 1st-Order r.avg. (old),Adiac,0.39028132992327363
272,FeaturePermutation 1st-Order r.avg. (old),ArrowHead,0.7108571428571427
273,FeaturePermutation 1st-Order r.avg. (old),BME,0.7479999999999999
274,FeaturePermutation 1st-Order r.avg. (old),Beef,0.69
275,FeaturePermutation 1st-Order r.avg. (old),CBF,0.7911111111111112
276,FeaturePermutation 1st-Order r.avg. (old),Chinatown,0.8743440233236152
277,FeaturePermutation 1st-Order r.avg. (old),ChlorineConcentration,0.4656770833333333
278,FeaturePermutation 1st-Order r.avg. (old),Coffee,0.6250000000000001
279,FeaturePermutation 1st-Order r.avg. (old),CricketY,0.23589743589743586
280,FeaturePermutation 1st-Order r.avg. (old),DiatomSizeReduction,0.8401960784313726
281,FeaturePermutation 1st-Order r.avg. (old),DistalPhalanxOutlineAgeGroup,0.5935251798561151
282,FeaturePermutation 1st-Order r.avg. (old),DistalPhalanxOutlineCorrect,0.7967391304347826
283,FeaturePermutation 1st-Order r.avg. (old),DistalPhalanxTW,0.676978417266187
284,FeaturePermutation 1st-Order r.avg. (old),ECG200,0.605
285,FeaturePermutation 1st-Order r.avg. (old),ECG5000,0.10419999999999996
286,FeaturePermutation 1st-Order r.avg. (old),ECGFiveDays,0.6878048780487805
287,FeaturePermutation 1st-Order r.avg. (old),FaceAll,0.3665680473372781
288,FeaturePermutation 1st-Order r.avg. (old),FaceFour,0.6761363636363636
289,FeaturePermutation 1st-Order r.avg. (old),FacesUCR,0.4279512195121951
290,FeaturePermutation 1st-Order r.avg. (old),FiftyWords,0.12219780219780212
291,FeaturePermutation 1st-Order r.avg. (old),Fish,0.1497142857142857
292,FeaturePermutation 1st-Order r.avg. (old),FreezerRegularTrain,0.7446315789473684
293,FeaturePermutation 1st-Order r.avg. (old),GunPoint,0.734
294,FeaturePermutation 1st-Order r.avg. (old),GunPointAgeSpan,0.6389240506329114
295,FeaturePermutation 1st-Order r.avg. (old),GunPointMaleVersusFemale,0.625632911392405
296,FeaturePermutation 1st-Order r.avg. (old),GunPointOldVersusYoung,0.6844444444444444
297,FeaturePermutation 1st-Order r.avg. (old),Ham,0.718095238095238
